ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected
1759312387.641546,CXMQFj6edQNNzlYr,10.0.0.1,33446,8.8.8.8,53,udp,637,,ssl.gstatic.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759309792.677677,CI5cHo3FzDu8maDqo5,10.0.0.1,56721,8.8.8.8,53,udp,15579,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309810.868969,COvMm22bLoryB8eTa6,10.0.0.1,40098,8.8.8.8,53,udp,36758,0.0197250843048095,main.vscode-cdn.net,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,True,0,"['vscode-cdn.z01.azurefd.net', 'star-azurefd-prod.trafficmanager.net', 'shed.dual-low.part-0045.t-0009.t-msedge.net', 'part-0045.t-0009.t-msedge.net']","[3210.0, 10.0, 23.0, 51.0]",False
1759312387.512174,CQJQpx3HJXQvAnIez7,10.0.0.1,58296,8.8.8.8,53,udp,13472,,fonts.gstatic.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759309810.868965,CPKiwR1gFZdC4WxUQ7,10.0.0.1,49878,8.8.8.8,53,udp,57870,0.0197319984436035,main.vscode-cdn.net,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['13.107.213.73', '13.107.246.73']","[30.0, 30.0]",False
1759312390.132873,CHxrgD10GOTXrJMUlj,10.0.0.1,59031,8.8.8.8,53,udp,13545,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309820.109358,CSBZgt2Uf0CMIgCtTc,10.0.0.1,59412,8.8.8.8,53,udp,11937,0.0101799964904785,onedscolprdeus01.eastus.cloudapp.azure.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,['52.168.112.66'],[8.0],False
1759312400.184738,C6YS3G3PM7WBmXXZt8,10.0.0.1,45636,8.8.8.8,53,udp,8679,,onedscolprdeus07.eastus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,False
1759312400.17616,CzvKad2gSGzBwy7odg,10.0.0.1,37652,8.8.8.8,53,udp,48901,0.0074658393859863,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdeus07.eastus.cloudapp.azure.com', '52.168.117.168']","[76.0, 46.0, 7.0]",False
1759309820.109409,CW0dOJIMeOlZyKN77,10.0.0.1,41257,8.8.8.8,53,udp,28380,,onedscolprdeus01.eastus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,False
1759312389.733597,C7npax23pCYz9J2tY,10.0.0.1,41781,8.8.8.8,53,udp,48127,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309816.947341,CpGVxG1teFtReBXDEi,10.0.0.1,52699,8.8.8.8,53,udp,20450,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309826.162943,CW0dOJIMeOlZyKN77,10.0.0.1,41257,8.8.8.8,53,udp,28380,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312389.629496,C5YprB1dbHYgyf3eTa,10.0.0.1,44676,8.8.8.8,53,udp,65260,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309877.877098,C1PchJBFNE1Z9eLY9,10.0.0.1,35267,8.8.8.8,53,udp,24011,0.0188748836517334,default.exp-tas.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['deault-exp-tas-com.e-0014.e-msedge.net', 'e-0014.e-msedge.net', '13.107.5.93']","[1794.0, 105.0, 105.0]",False
1759309879.73473,CasD273zpXEfNdGf4k,10.0.0.1,56270,8.8.8.8,53,udp,32439,0.0126218795776367,connectivity-check.ubuntu.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['185.125.190.96', '91.189.91.98', '185.125.190.98', '91.189.91.48', '185.125.190.17', '91.189.91.97', '91.189.91.49', '91.189.91.96', '185.125.190.18', '185.125.190.49', '185.125.190.48', '185.125.190.97']","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",False
1759312391.136322,CQR8h84uIRLmnPemii,10.0.0.1,33275,8.8.8.8,53,udp,57610,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312387.132092,Cf4Syx1oSjZdmxHKs7,10.0.0.1,36687,8.8.8.8,53,udp,58170,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312388.043825,CbfNT2MHzrlSzKMF9,10.0.0.1,43138,8.8.8.8,53,udp,25924,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312387.034369,C1qf061tzzz0eq0VKl,10.0.0.1,38041,8.8.8.8,53,udp,38183,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309883.917867,Co0WsZ1RdgWetwox7c,10.0.0.1,52100,8.8.8.8,53,udp,61321,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309886.170031,CywILwX0AYBUT7S27,10.0.0.1,50996,8.8.8.8,53,udp,53030,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312387.034346,CBxebD4CJ4JCZUBG65,10.0.0.1,37144,8.8.8.8,53,udp,63888,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312393.331419,CRjpbvfHKrF6I3kOc,10.0.0.1,43249,8.8.8.8,53,udp,45276,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309940.129843,CPzePS20Tc3L4aI5J5,10.0.0.1,42710,8.8.8.8,53,udp,26988,,onedscolprdeus16.eastus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,False
1759312393.632978,CXMQFj6edQNNzlYr,10.0.0.1,33446,8.8.8.8,53,udp,637,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759309973.001689,CBqkai19gIo4cT2JTc,10.0.0.1,36831,8.8.8.8,53,udp,7217,,ssl.gstatic.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312400.499167,CK8RaJlSKoljOf05b,fe80::f2a4:8a20:4403:72b7,5353,ff02::fb,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,,,False,False,False,False,0,,,False
1759309979.046383,CBqkai19gIo4cT2JTc,10.0.0.1,36831,8.8.8.8,53,udp,7217,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312400.582401,CGfbqu2SvabEsty5Te,10.0.0.1,5353,224.0.0.251,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,,,False,False,False,False,0,,,False
1759310000.115542,Cld1euwMym0C7sPS5,10.0.0.1,57155,8.8.8.8,53,udp,62959,0.0154800415039062,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdeus14.eastus.cloudapp.azure.com', '20.42.65.90']","[49.0, 3.0, 8.0]",False
1759310006.286412,CjIJ9P1na2rYUoJcGk,10.0.0.1,53632,8.8.8.8,53,udp,25910,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759310060.117504,CgYR6h498wkUYg9VT8,10.0.0.1,50793,8.8.8.8,53,udp,32913,0.0192182064056396,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdcus22.centralus.cloudapp.azure.com', '52.182.143.215']","[111.0, 9.0, 5.0]",False
1759310096.975389,CZkbfo1H6uYiUHZpQh,10.0.0.1,37091,8.8.8.8,53,udp,21212,,b1.nel.goog,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759310102.898756,CZkbfo1H6uYiUHZpQh,10.0.0.1,37091,8.8.8.8,53,udp,21212,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759310120.118586,Cv3zE71g4u3vW97bH6,10.0.0.1,53174,8.8.8.8,53,udp,21325,0.0128469467163085,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdwus07.westus.cloudapp.azure.com', '20.189.173.8']","[51.0, 11.0, 5.0]",False
1759312460.180093,CjtCxo2aHeIg1NF2b3,10.0.0.1,36142,8.8.8.8,53,udp,6476,0.0196988582611084,mobile.events.data.microsoft.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdcus08.centralus.cloudapp.azure.com']","[16.0, 51.0]",False
1759310126.299526,CqsKDw2ArxXKUGFvNl,10.0.0.1,55310,8.8.8.8,53,udp,5191,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759310139.148821,Cd9ZK01Me1RwAZuZc3,10.0.0.1,35956,8.8.8.8,53,udp,15987,0.015237808227539,accounts.youtube.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,True,0,['www3.l.google.com'],[39.0],False
1759310139.14882,CSegoS2isqGjsmyNqe,10.0.0.1,49506,8.8.8.8,53,udp,41067,0.0152390003204345,accounts.youtube.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['www3.l.google.com', '142.250.4.139', '142.250.4.101', '142.250.4.113', '142.250.4.102', '142.250.4.100', '142.250.4.138']","[39.0, 123.0, 123.0, 123.0, 123.0, 123.0, 123.0]",False
1759310145.152149,CAR2zv4Ku5YGp88je9,10.0.0.1,35447,8.8.8.8,53,udp,42471,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759310163.929558,CqKD2K1Jvm4Cc0TPza,10.0.0.1,36527,8.8.8.8,53,udp,9229,0.0094108581542968,connectivity-check.ubuntu.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0,"['2620:2d:4002:1::198', '2620:2d:4002:1::196', '2620:2d:4000:1::23', '2001:67c:1562::23', '2620:2d:4000:1::22', '2620:2d:4000:1::97', '2620:2d:4000:1::2a', '2620:2d:4000:1::98', '2620:2d:4000:1::96', '2620:2d:4000:1::2b', '2001:67c:1562::24', '2620:2d:4002:1::197']","[43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]",False
1759312465.030926,CC9qg64CwLg8cBrL27,fe80::3113:d8f7:b14f:cd9c,5353,ff02::fb,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,,,False,False,False,False,0,,,False
1759310180.118548,CcxmDo16nvSglIkbC4,10.0.0.1,42614,8.8.8.8,53,udp,60314,0.0143101215362548,mobile.events.data.microsoft.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdwus03.westus.cloudapp.azure.com']","[112.0, 6.0]",False
1759310180.133711,CLtUeJ35hNlEaWnHe3,10.0.0.1,53116,8.8.8.8,53,udp,41753,,onedscolprdwus03.westus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,True
1759310179.744872,CQzYOp1D8Jky52EUM6,10.0.0.1,35567,8.8.8.8,53,udp,58112,0.0072669982910156,connectivity-check.ubuntu.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['185.125.190.96', '91.189.91.48', '91.189.91.97', '91.189.91.49', '91.189.91.96', '185.125.190.48', '91.189.91.98', '185.125.190.49', '185.125.190.18', '185.125.190.17', '185.125.190.98', '185.125.190.97']","[8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]",False
1759310180.118322,CfCSkF24ncdKxwwXhk,10.0.0.1,42671,8.8.8.8,53,udp,43504,0.0122292041778564,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,['20.189.173.4'],[3.0],False
1759312511.558678,CGTTaQ3L6gR4qXNMqi,10.0.0.1,41992,8.8.8.8,53,udp,32623,,part-0045.t-0009.t-msedge.net,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312507.629346,C0aOKy2wXAdEjzl6Kl,10.0.0.1,38813,8.8.8.8,53,udp,48518,0.017435073852539,default.exp-tas.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['deault-exp-tas-com.e-0014.e-msedge.net', 'e-0014.e-msedge.net', '13.107.5.93']","[2767.0, 111.0, 131.0]",False
1759312520.178116,Cr1y5R1Gag6cPDbL0k,10.0.0.1,48611,8.8.8.8,53,udp,25600,0.0082638263702392,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdwus19.westus.cloudapp.azure.com', '20.189.173.26']","[77.0, 48.0, 9.0]",False
1759312520.18614,CbvQcT1YsEKN7Fctd9,10.0.0.1,52905,8.8.8.8,53,udp,53827,,onedscolprdwus19.westus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,False
1759312520.17812,CS2VYn3rEf0RU5Jcof,10.0.0.1,43993,8.8.8.8,53,udp,19406,0.0075070858001708,mobile.events.data.microsoft.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdwus19.westus.cloudapp.azure.com']","[77.0, 48.0]",False
1759312302.125565,CD5cED1l4If9YtCJS9,10.0.0.1,60529,8.8.8.8,53,udp,7499,0.0045850276947021,connectivity-check.ubuntu.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0,"['2620:2d:4002:1::198', '2001:67c:1562::24', '2620:2d:4000:1::96', '2620:2d:4000:1::2b', '2001:67c:1562::23', '2620:2d:4000:1::23', '2620:2d:4000:1::97', '2620:2d:4000:1::22', '2620:2d:4002:1::197', '2620:2d:4000:1::98', '2620:2d:4002:1::196', '2620:2d:4000:1::2a']","[41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0]",False
1759312302.764772,Ch3F3I1aXcNxkvkgI3,10.0.0.1,44120,8.8.8.8,53,udp,34502,0.0092601776123046,beacons5.gvt2.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,['216.239.32.116'],[145.0],False
1759312529.908159,CgO6ER3Vx5nzSRuSWj,10.0.0.1,51622,8.8.8.8,53,udp,52111,0.0071558952331542,play.google.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['172.253.118.100', '172.253.118.113', '172.253.118.138', '172.253.118.102', '172.253.118.139', '172.253.118.101']","[259.0, 259.0, 259.0, 259.0, 259.0, 259.0]",False
1759312532.926084,CBZLO12rn10Gav4jGc,10.0.0.1,43359,8.8.8.8,53,udp,39965,,www3.l.google.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312513.676102,CnlqilzeHTCsbkwC,10.0.0.1,60054,8.8.8.8,53,udp,50923,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312529.112734,CzLD6C4N3WIztEcJvi,10.0.0.1,49810,8.8.8.8,53,udp,8551,0.0080869197845458,encrypted-tbn0.gstatic.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['172.217.194.101', '172.217.194.100', '172.217.194.113', '172.217.194.138', '172.217.194.139', '172.217.194.102']","[78.0, 78.0, 78.0, 78.0, 78.0, 78.0]",False
1759312533.032604,CwK0ZJ1hSKILLb4wo3,10.0.0.1,53761,8.8.8.8,53,udp,14192,0.0042569637298583,ssl.gstatic.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,['172.253.118.94'],[193.0],False
1759312303.030299,C0BZcY2Ke7cRvk5Jbe,fe80::f2a4:8a20:4403:72b7,5353,ff02::fb,5353,udp,0,0.0024869441986083,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0]",False
1759312528.904577,CDJ5jm1WY8LjwifoB6,10.0.0.1,49057,8.8.8.8,53,udp,54502,,b1.nel.goog,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312533.030963,Cx30kz4VAwzF2dvcye,10.0.0.1,36838,8.8.8.8,53,udp,5867,0.007322072982788,www.gstatic.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,['74.125.24.94'],[278.0],False
1759312306.4586,C0BZcY2Ke7cRvk5Jbe,fe80::f2a4:8a20:4403:72b7,5353,ff02::fb,5353,udp,0,,7.b.2.7.3.0.4.4.0.2.a.8.4.a.2.f.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,,,,,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0]",False
1759312528.790784,CUaMkPIueyvDtOONf,10.0.0.1,35453,8.8.8.8,53,udp,64381,,google.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312528.656523,CAaFJUp49mLCd2oif,10.0.0.1,54295,8.8.8.8,53,udp,17329,0.0091750621795654,www.google.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['142.251.12.103', '142.251.12.105', '142.251.12.99', '142.251.12.104', '142.251.12.106', '142.251.12.147']","[13.0, 13.0, 13.0, 13.0, 13.0, 13.0]",False
1759312302.831949,CkiBb340IrnQyr25I2,10.0.0.1,5353,224.0.0.251,5353,udp,0,,ubun2.local,1.0,C_INTERNET,255.0,*,,,False,False,False,False,0,,,False
1759312533.03103,CDT2CjIeZLyPNJGY5,10.0.0.1,45913,8.8.8.8,53,udp,64019,,www.gstatic.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312305.170457,CkiBb340IrnQyr25I2,10.0.0.1,5353,224.0.0.251,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,,,False,False,False,False,0,,,False
1759312306.457747,C5yuIiQWaKbVT9wla,fe80::3113:d8f7:b14f:cd9c,5353,ff02::fb,5353,udp,0,,c.9.d.c.f.4.1.b.7.f.8.d.3.1.1.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,,,,,0.0,NOERROR,True,False,False,False,0,"['humanity.local', 'fe80::3113:d8f7:b14f:cd9c']","[120.0, 120.0]",False
1759312538.399715,CI37Qc3jIJ2MVJfM5a,10.0.0.1,34974,8.8.8.8,53,udp,46854,0.0073060989379882,content-autofill.googleapis.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['142.251.12.95', '64.233.170.95', '74.125.200.95', '74.125.130.95', '74.125.68.95', '74.125.24.95', '142.250.4.95', '172.217.194.95', '172.253.118.95', '142.251.10.95']","[162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0, 162.0]",False
1759312338.073019,CTUFPk1Ee828iYO399,10.0.0.1,58678,8.8.8.8,53,udp,63399,0.0157110691070556,connectivity-check.ubuntu.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['91.189.91.97', '185.125.190.17', '185.125.190.48', '185.125.190.18', '91.189.91.96', '185.125.190.49', '185.125.190.96', '91.189.91.98', '185.125.190.98', '91.189.91.48', '91.189.91.49', '185.125.190.97']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",False
1759312339.167462,CAqhsk3squAPgw47Gc,10.0.0.1,40105,8.8.8.8,53,udp,47096,0.0066938400268554,www.youtube.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['youtube-ui.l.google.com', '172.217.194.93', '172.217.194.136', '172.217.194.190', '172.253.118.93', '172.253.118.91', '172.253.118.136', '172.253.118.190', '142.251.10.136', '142.251.10.93', '142.251.10.190', '142.251.10.91', '142.251.12.136', '142.251.12.190', '142.251.12.91', '142.251.12.93', '64.233.170.190']","[183.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0, 161.0]",False
1759312339.918629,C2ssPR2n9vj6RohvX8,fe80::3113:d8f7:b14f:cd9c,5353,ff02::fb,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,False,False,0,"['humanity.local', 'fe80::3113:d8f7:b14f:cd9c']","[120.0, 120.0]",False
1759312526.170232,CbvQcT1YsEKN7Fctd9,10.0.0.1,52905,8.8.8.8,53,udp,53827,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312341.66915,C5RETwVPqOQ1r8NGa,fe80::f2a4:8a20:4403:72b7,5353,ff02::fb,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0]",False
1759312338.176563,CQFT1I89ZUD0qCYAd,10.0.0.1,5353,224.0.0.251,5353,udp,0,0.2001008987426757,1.0.0.10.in-addr.arpa,1.0,C_INTERNET,255.0,*,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', '10.0.0.1', 'ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0, 120.0, 120.0]",False
1759312342.075322,C1yRZc4N53ZlIV2ukc,10.0.0.1,48290,8.8.8.8,53,udp,60713,,onedscolprdcus12.centralus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,True
1759312338.580217,CQFT1I89ZUD0qCYAd,10.0.0.1,5353,224.0.0.251,5353,udp,0,0.943310022354126,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', '10.0.0.1', 'ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0, 120.0, 120.0]",False
1759312538.399723,CTeu1425gREnfH3Om,10.0.0.1,38759,8.8.8.8,53,udp,29380,,content-autofill.googleapis.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312345.347736,C86TYJ1R9mEjZkRTkl,10.0.0.1,38028,8.8.8.8,53,udp,9651,,onedscolprdcus12.centralus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,True
1759312341.093728,CwS5iD3WH9vJcr47he,10.0.0.1,51765,8.8.8.8,53,udp,36028,0.0141420364379882,mtalk.google.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile-gtalk.l.google.com', '74.125.68.188']","[183.0, 185.0]",False
1759312342.079008,C1yRZc4N53ZlIV2ukc,10.0.0.1,48290,8.8.8.8,53,udp,39492,,onedscolprdcus12.centralus.cloudapp.azure.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0,,,True
1759312339.523535,C5RETwVPqOQ1r8NGa,fe80::f2a4:8a20:4403:72b7,5353,ff02::fb,5353,udp,0,,_afpovertcp._tcp.local,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,False,False,0,"['ubun2.local', 'fe80::f2a4:8a20:4403:72b7']","[120.0, 120.0]",False
1759312338.420365,CcUB3J3YtOitYf7E49,10.0.0.2,5353,224.0.0.251,5353,udp,0,3.5455830097198486,2.0.0.10.in-addr.arpa,1.0,C_INTERNET,255.0,*,0.0,NOERROR,True,False,False,False,0,"['humanity.local', '10.0.0.2', 'humanity.local', 'fe80::3113:d8f7:b14f:cd9c']","[120.0, 120.0, 120.0, 120.0]",False
1759312342.067556,CJNAnx1HBKyflxVtKa,10.0.0.1,55073,8.8.8.8,53,udp,56388,0.0067191123962402,mobile.events.data.microsoft.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['mobile.events.data.trafficmanager.net', 'onedscolprdcus12.centralus.cloudapp.azure.com', '13.89.179.10']","[120.0, 47.0, 8.0]",False
1759312535.833287,CgmenJ797a47l8sYb,10.0.0.1,46044,8.8.8.8,53,udp,35399,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312347.164013,CRmVqM1y3ok11hLTe9,10.0.0.1,59040,8.8.8.8,53,udp,53604,0.0032811164855957,1.0.0.10.in-addr.arpa,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,True,True,0,['10.0.0.1'],[0.0],False
1759312534.834302,CESYTz2UW297AH7Gwa,10.0.0.1,46415,8.8.8.8,53,udp,3778,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312347.177398,CKumvI3nN4wXfFtOSe,10.0.0.1,53379,8.8.8.8,53,udp,1123,0.0034360885620117,1.28.168.192.in-addr.arpa,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,True,True,0,['192.168.28.1'],[0.0],False
1759312347.181413,CgF7p71ogjkxNzeZe1,10.0.0.1,47340,8.8.8.8,53,udp,13802,0.0032861232757568,1.0.18.172.in-addr.arpa,1.0,C_INTERNET,12.0,PTR,0.0,NOERROR,True,False,True,True,0,['172.18.0.1'],[0.0],False
1759312553.365358,CrCimJmg8eID5J397,10.0.0.1,32969,8.8.8.8,53,udp,50122,0.0082538127899169,clients4.google.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0,"['clients.l.google.com', '172.253.118.138', '172.253.118.100', '172.253.118.139', '172.253.118.102', '172.253.118.101', '172.253.118.113']","[177.0, 296.0, 296.0, 296.0, 296.0, 296.0, 296.0]",False
1759312534.834306,CDJ5jm1WY8LjwifoB6,10.0.0.1,49057,8.8.8.8,53,udp,54502,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312538.833874,CBZLO12rn10Gav4jGc,10.0.0.1,43359,8.8.8.8,53,udp,39965,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
1759312553.374645,CsybqS2JRTDdpXPj29,10.0.0.1,34958,8.8.8.8,53,udp,8433,,clients.l.google.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,False,0,,,False
1759312553.365361,CJXlaQ10snV2F1Koii,10.0.0.1,40671,8.8.8.8,53,udp,53357,0.0082530975341796,clients4.google.com,1.0,C_INTERNET,65.0,HTTPS,0.0,NOERROR,False,False,True,True,0,['clients.l.google.com'],[177.0],False
1759312544.33382,CTeu1425gREnfH3Om,10.0.0.1,38759,8.8.8.8,53,udp,29380,,,,,,,5.0,REFUSED,False,False,False,False,0,,,True
